HCPCS,Modifier,"Maximum
Allowable","Effective
Date",End Date
L5810,RR,$38.41,03/01/23,
L5811,,$569.06,03/01/23,
L5811,NU,$569.06,03/01/23,
L5811,RR,$56.91,03/01/23,
L5812,,$430.62,03/01/23,
L5812,NU,$430.62,03/01/23,
L5812,RR,$43.06,03/01/23,
L5814,,"$2,683.80",03/01/23,
L5814,NU,"$2,683.80",03/01/23,
L5814,RR,$268.38,03/01/23,
L5816,,$692.66,03/01/23,
L5816,NU,$692.66,03/01/23,
L5816,RR,$69.26,03/01/23,
L5818,,$694.51,03/01/23,
L5818,NU,$694.51,03/01/23,
L5818,RR,$69.45,03/01/23,
L5822,,"$1,217.00",03/01/23,
L5822,NU,"$1,217.00",03/01/23,
L5822,RR,$121.70,03/01/23,
L5824,,"$1,305.58",03/01/23,
L5824,NU,"$1,305.58",03/01/23,
L5824,RR,$130.56,03/01/23,
L5826,,"$2,256.73",03/01/23,
L5826,NU,"$2,256.73",03/01/23,
L5826,RR,$225.67,03/01/23,
L5828,,"$2,018.16",03/01/23,
L5828,NU,"$2,018.16",03/01/23,
L5828,RR,$201.82,03/01/23,
L5830,,"$1,488.36",03/01/23,
L5830,NU,"$1,488.36",03/01/23,
L5830,RR,$148.84,03/01/23,
L5840,,"$2,507.18",03/01/23,
L5840,NU,"$2,507.18",03/01/23,
L5840,RR,$250.72,03/01/23,
L5841,,"$1,813.92",04/01/24,
L5841,NU,"$1,813.92",04/01/24,
L5841,RR,"$1,813.92",04/01/24,
L5845,,"$1,295.25",03/01/23,
L5845,NU,"$1,295.25",03/01/23,
L5845,RR,$129.53,03/01/23,
L5848,,$777.06,03/01/23,
L5848,NU,$777.06,03/01/23,
L5848,RR,$77.70,03/01/23,
L5850,,$121.90,03/01/23,
L5850,NU,$121.90,03/01/23,
L5850,RR,$12.19,03/01/23,
L5855,,$245.64,03/01/23,
L5855,NU,$245.64,03/01/23,
L5855,RR,$24.56,03/01/23,
L5856,,"$17,347.62",03/01/23,
L5856,NU,"$17,347.62",03/01/23,
L5856,RR,"$1,734.76",03/01/23,
L5857,,"$6,155.60",03/01/23,
L5857,NU,"$6,155.60",03/01/23,
L5857,RR,$615.56,03/01/23,
L5858,,"$13,430.44",03/01/23,
L5858,NU,"$13,430.44",03/01/23,
L5858,RR,"$1,343.04",03/01/23,
L5859,,"$10,485.02",03/01/23,
L5859,NU,"$10,485.02",03/01/23,
L5859,RR,"$1,048.51",03/01/23,
L5910,,$345.11,03/01/23,
L5910,NU,$345.11,03/01/23,
L5910,RR,$34.51,03/01/23,
L5920,,$505.59,03/01/23,
L5920,NU,$505.59,03/01/23,
L5920,RR,$50.56,03/01/23,
L5925,,$320.18,03/01/23,
L5925,NU,$320.18,03/01/23,
L5925,RR,$32.02,03/01/23,
L5926,,$472.81,01/01/24,
L5926,NU,"$4,728.10",01/01/24,
L5926,RR,$472.81,01/01/24,
L5930,,"$2,432.33",03/01/23,
L5930,NU,"$2,432.33",03/01/23,
L5930,RR,$243.24,03/01/23,
L5940,,$477.97,03/01/23,
L5940,NU,$477.97,03/01/23,
L5940,RR,$47.80,03/01/23,
L5950,,$741.35,03/01/23,
L5950,NU,$741.35,03/01/23,
L5950,RR,$74.13,03/01/23,
L5960,,$918.62,03/01/23,
L5960,NU,$918.62,03/01/23,
L5960,RR,$91.86,03/01/23,
L5961,,"$3,407.51",03/01/23,
L5961,NU,"$3,407.51",03/01/23,
L5961,RR,$340.75,03/01/23,
L5962,,$453.38,03/01/23,
L5962,NU,$453.38,03/01/23,
L5962,RR,$45.34,03/01/23,
L5964,,$669.30,03/01/23,
L5964,NU,$669.30,03/01/23,
L5964,RR,$66.93,03/01/23,
L5966,,$852.85,03/01/23,
L5966,NU,$852.85,03/01/23,
L5966,RR,$85.29,03/01/23,
L5968,,"$2,626.01",03/01/23,
L5968,NU,"$2,626.01",03/01/23,
L5968,RR,$262.60,03/01/23,
L5969,,"$9,992.07",03/01/23,
L5969,NU,"$8,269.30",03/01/23,
L5969,RR,$826.93,03/01/23,
L5970,,$162.66,03/01/23,
L5970,NU,$162.66,03/01/23,
L5970,RR,$16.27,03/01/23,
L5971,,$162.66,03/01/23,
L5971,NU,$162.66,03/01/23,
L5971,RR,$16.27,03/01/23,
L5972,,$306.22,03/01/23,
L5972,NU,$306.22,03/01/23,
L5972,RR,$30.62,03/01/23,
L5973,,"$12,432.82",03/01/23,
L5973,NU,"$12,432.82",03/01/23,
L5973,RR,"$1,243.28",03/01/23,
L5974,,$189.44,03/01/23,
L5974,NU,$189.44,03/01/23,
L5974,RR,$18.94,03/01/23,
L5975,,$335.04,03/01/23,
L5975,NU,$335.04,03/01/23,
L5975,RR,$33.50,03/01/23,
L5976,,$433.81,03/01/23,
L5976,NU,$433.81,03/01/23,
L5976,RR,$43.38,03/01/23,
L5978,,$243.23,03/01/23,
L5978,NU,$243.23,03/01/23,
L5978,RR,$24.32,03/01/23,
L5979,,"$1,630.69",03/01/23,
L5979,NU,"$1,630.69",03/01/23,
L5979,RR,$163.07,03/01/23,
L5980,,"$2,802.74",03/01/23,
L5980,NU,"$2,802.74",03/01/23,
L5980,RR,$280.28,03/01/23,
L5981,,"$2,140.44",03/01/23,
L5981,NU,"$2,140.44",03/01/23,
L5981,RR,$214.04,03/01/23,
L5982,,$447.31,03/01/23,
L5982,NU,$447.31,03/01/23,
L5982,RR,$44.73,03/01/23,
L5984,,$480.47,03/01/23,
L5984,NU,$480.47,03/01/23,
L5984,RR,$48.05,03/01/23,
L5985,,$204.05,03/01/23,
L5985,NU,$204.05,03/01/23,
L5985,RR,$20.41,03/01/23,
L5986,,$478.09,03/01/23,
L5986,NU,$478.09,03/01/23,
L5986,RR,$47.81,03/01/23,
L5987,,"$5,198.50",03/01/23,
L5987,NU,"$5,198.50",03/01/23,
L5987,RR,$519.85,03/01/23,
L5988,,"$1,443.62",03/01/23,
L5988,NU,"$1,443.62",03/01/23,
L5988,RR,$144.36,03/01/23,
L5990,,"$1,311.01",03/01/23,
L5990,NU,"$1,311.01",03/01/23,
L5990,RR,$131.10,03/01/23,
L5991,,"$6,581.54",10/01/23,
L5991,NU,"$65,815.40",10/01/23,
L5991,RR,"$6,581.54",10/01/23,
L6000,,"$1,069.67",03/01/23,
L6000,NU,"$1,069.67",03/01/23,
L6000,RR,$106.97,03/01/23,
L6010,,"$1,076.22",03/01/23,
L6010,NU,"$1,076.22",03/01/23,
L6010,RR,$107.62,03/01/23,
L6020,,"$1,070.51",03/01/23,
L6020,NU,"$1,070.51",03/01/23,
L6020,RR,$107.05,03/01/23,
L6026,,"$2,679.41",03/01/23,
L6026,NU,"$2,679.41",03/01/23,
L6026,RR,$267.94,03/01/23,
L6050,,"$1,644.54",03/01/23,
L6050,NU,"$1,644.54",03/01/23,
L6050,RR,$164.45,03/01/23,
L6055,,"$2,028.67",03/01/23,
L6055,NU,"$2,028.67",03/01/23,
L6055,RR,$202.86,03/01/23,
L6100,,"$1,687.26",03/01/23,
L6100,NU,"$1,687.26",03/01/23,
L6100,RR,$168.73,03/01/23,
L6110,,"$1,791.05",03/01/23,
L6110,NU,"$1,791.05",03/01/23,
L6110,RR,$179.11,03/01/23,
L6120,,"$2,019.41",03/01/23,
L6120,NU,"$2,019.41",03/01/23,
L6120,RR,$201.94,03/01/23,
L6130,,"$1,871.22",03/01/23,
L6130,NU,"$1,871.22",03/01/23,
L6130,RR,$187.12,03/01/23,
L6200,,"$2,276.71",03/01/23,
L6200,NU,"$2,276.71",03/01/23,
L6200,RR,$227.67,03/01/23,
L6205,,"$2,602.49",03/01/23,
L6205,NU,"$2,602.49",03/01/23,
L6205,RR,$260.25,03/01/23,
L6250,,"$2,360.96",03/01/23,
L6250,NU,"$2,360.96",03/01/23,
L6250,RR,$236.10,03/01/23,
L6300,,"$2,843.07",03/01/23,
L6300,NU,"$2,843.07",03/01/23,
L6300,RR,$284.31,03/01/23,
L6310,,"$2,282.75",03/01/23,
L6310,NU,"$2,282.75",03/01/23,
L6310,RR,$228.28,03/01/23,
L6320,,"$1,373.35",03/01/23,
L6320,NU,"$1,373.35",03/01/23,
L6320,RR,$137.33,03/01/23,
L6350,,"$2,799.28",03/01/23,
L6350,NU,"$2,799.28",03/01/23,
L6350,RR,$279.93,03/01/23,
L6360,,"$2,276.33",03/01/23,
L6360,NU,"$2,276.33",03/01/23,
L6360,RR,$227.63,03/01/23,
L6370,,"$1,587.00",03/01/23,
L6370,NU,"$1,587.00",03/01/23,
L6370,RR,$158.70,03/01/23,
L6380,,$938.15,03/01/23,
L6380,NU,$938.15,03/01/23,
L6380,RR,$93.81,03/01/23,
L6382,,"$1,112.96",03/01/23,
L6382,NU,"$1,112.96",03/01/23,
L6382,RR,$111.30,03/01/23,
L6384,,"$1,379.71",03/01/23,
L6384,NU,"$1,379.71",03/01/23,
L6384,RR,$137.97,03/01/23,
L6386,,$319.48,03/01/23,
L6386,NU,$319.48,03/01/23,
L6386,RR,$31.95,03/01/23,
L6388,,$357.05,03/01/23,
L6388,NU,$357.05,03/01/23,
L6388,RR,$35.71,03/01/23,
L6400,,"$1,792.53",03/01/23,
L6400,NU,"$1,792.53",03/01/23,
L6400,RR,$179.25,03/01/23,
L6450,,"$2,203.36",03/01/23,
L6450,NU,"$2,203.36",03/01/23,
L6450,RR,$220.33,03/01/23,
L6500,,"$2,223.23",03/01/23,
L6500,NU,"$2,223.23",03/01/23,
L6500,RR,$222.33,03/01/23,
L6550,,"$2,725.18",03/01/23,
L6550,NU,"$2,725.18",03/01/23,
L6550,RR,$272.52,03/01/23,
L6570,,"$3,127.99",03/01/23,
L6570,NU,"$3,127.99",03/01/23,
L6570,RR,$312.80,03/01/23,
L6580,,"$1,174.36",03/01/23,
L6580,NU,"$1,174.36",03/01/23,
L6580,RR,$117.44,03/01/23,
L6582,,"$1,089.11",03/01/23,
L6582,NU,"$1,089.11",03/01/23,
L6582,RR,$108.91,03/01/23,
L6584,,"$1,591.05",03/01/23,
L6584,NU,"$1,591.05",03/01/23,
L6584,RR,$159.11,03/01/23,
L6586,,"$1,565.40",03/01/23,
L6586,NU,"$1,565.40",03/01/23,
L6586,RR,$156.54,03/01/23,
L6588,,"$2,155.19",03/01/23,
L6588,NU,"$2,155.19",03/01/23,
L6588,RR,$215.52,03/01/23,
L6590,,"$2,113.64",03/01/23,
L6590,NU,"$2,113.64",03/01/23,
L6590,RR,$211.36,03/01/23,
L6600,,$178.74,03/01/23,
L6600,NU,$178.74,03/01/23,
L6600,RR,$17.88,03/01/23,
L6605,,$176.49,03/01/23,
L6605,NU,$176.49,03/01/23,
L6605,RR,$17.65,03/01/23,
L6610,,$144.53,03/01/23,
L6610,NU,$144.53,03/01/23,
L6610,RR,$14.46,03/01/23,
L6611,,$297.53,03/01/23,
L6611,NU,$297.53,03/01/23,
L6611,RR,$29.75,03/01/23,
L6615,,$138.75,03/01/23,
L6615,NU,$138.75,03/01/23,
L6615,RR,$13.88,03/01/23,
L6616,,$58.98,03/01/23,
L6616,NU,$58.98,03/01/23,
L6616,RR,$5.90,03/01/23,
L6620,,$239.75,03/01/23,
L6620,NU,$239.75,03/01/23,
L6620,RR,$23.98,03/01/23,
L6621,,"$1,652.90",03/01/23,
L6621,NU,"$1,652.90",03/01/23,
L6621,RR,$165.29,03/01/23,
L6623,,$481.39,03/01/23,
L6623,NU,$481.39,03/01/23,
L6623,RR,$48.14,03/01/23,
L6624,,"$2,721.54",03/01/23,
L6624,NU,"$2,721.54",03/01/23,
L6624,RR,$272.16,03/01/23,
L6625,,$506.79,03/01/23,
L6625,NU,$506.79,03/01/23,
L6625,RR,$50.68,03/01/23,
L6628,,$368.89,03/01/23,
L6628,NU,$368.89,03/01/23,
L6628,RR,$36.89,03/01/23,
L6629,,$126.84,03/01/23,
L6629,NU,$126.84,03/01/23,
L6629,RR,$12.68,03/01/23,
L6630,,$205.37,03/01/23,
L6630,NU,$205.37,03/01/23,
L6630,RR,$20.54,03/01/23,
L6632,,$46.43,03/01/23,
L6632,NU,$46.43,03/01/23,
L6632,RR,$4.64,03/01/23,
L6635,,$158.11,03/01/23,
L6635,NU,$158.11,03/01/23,
L6635,RR,$15.81,03/01/23,
L6637,,$308.11,03/01/23,
L6637,NU,$308.11,03/01/23,
L6637,RR,$30.81,03/01/23,
L6638,,"$1,807.13",03/01/23,
L6638,NU,"$1,807.13",03/01/23,
L6638,RR,$180.71,03/01/23,
L6640,,$257.77,03/01/23,
L6640,NU,$257.77,03/01/23,
L6640,RR,$25.78,03/01/23,
L6641,,$139.41,03/01/23,
L6641,NU,$139.41,03/01/23,
L6641,RR,$13.94,03/01/23,
L6642,,$165.96,03/01/23,
L6642,NU,$165.96,03/01/23,
L6642,RR,$16.60,03/01/23,
L6645,,$287.85,03/01/23,
L6645,NU,$287.85,03/01/23,
L6645,RR,$28.78,03/01/23,
L6646,,"$2,279.19",03/01/23,
L6646,NU,"$2,279.19",03/01/23,
L6646,RR,$227.92,03/01/23,
L6647,,$375.23,03/01/23,
L6647,NU,$375.23,03/01/23,
L6647,RR,$37.52,03/01/23,
L6648,,"$2,350.68",03/01/23,
L6648,NU,"$2,350.68",03/01/23,
L6648,RR,$235.07,03/01/23,
L6650,,$302.23,03/01/23,
L6650,NU,$302.23,03/01/23,
L6650,RR,$30.23,03/01/23,
L6655,,$66.16,03/01/23,
L6655,NU,$66.16,03/01/23,
L6655,RR,$6.62,03/01/23,
L6660,,$73.77,03/01/23,
L6660,NU,$73.77,03/01/23,
L6660,RR,$7.38,03/01/23,
L6665,,$43.88,03/01/23,
L6665,NU,$43.88,03/01/23,
L6665,RR,$4.39,03/01/23,
L6670,,$45.70,03/01/23,
L6670,NU,$45.70,03/01/23,
L6670,RR,$4.57,03/01/23,
L6672,,$127.15,03/01/23,
L6672,NU,$127.15,03/01/23,
L6672,RR,$12.72,03/01/23,
L6675,,$89.16,03/01/23,
L6675,NU,$89.16,03/01/23,
L6675,RR,$8.91,03/01/23,
L6676,,$93.74,03/01/23,
L6676,NU,$93.74,03/01/23,
L6676,RR,$9.38,03/01/23,
L6677,,$214.38,03/01/23,
L6677,NU,$214.38,03/01/23,
L6677,RR,$21.44,03/01/23,
L6680,,$221.07,03/01/23,
L6680,NU,$221.07,03/01/23,
L6680,RR,$22.11,03/01/23,
L6682,,$216.48,03/01/23,
L6682,NU,$216.48,03/01/23,
L6682,RR,$21.65,03/01/23,
L6684,,$249.11,03/01/23,
L6684,NU,$249.11,03/01/23,
L6684,RR,$24.91,03/01/23,
L6686,,$463.16,03/01/23,
L6686,NU,$463.16,03/01/23,
L6686,RR,$46.31,03/01/23,
L6687,,$412.22,03/01/23,
L6687,NU,$412.22,03/01/23,
L6687,RR,$41.22,03/01/23,
L6688,,$487.21,03/01/23,
L6688,NU,$487.21,03/01/23,
L6688,RR,$48.72,03/01/23,
L6689,,$509.82,03/01/23,
L6689,NU,$509.82,03/01/23,
L6689,RR,$50.98,03/01/23,
L6690,,$553.18,03/01/23,
L6690,NU,$553.18,03/01/23,
L6690,RR,$55.32,03/01/23,
L6691,,$246.69,03/01/23,
L6691,NU,$246.69,03/01/23,
L6691,RR,$24.67,03/01/23,
L6692,,$508.51,03/01/23,
L6692,NU,$508.51,03/01/23,
L6692,RR,$50.85,03/01/23,
L6693,,"$2,051.56",03/01/23,
L6693,NU,"$2,051.56",03/01/23,
L6693,RR,$205.16,03/01/23,
L6694,,$523.57,03/01/23,
L6694,NU,$523.57,03/01/23,
L6694,RR,$52.36,03/01/23,
L6695,,$436.29,03/01/23,
L6695,NU,$436.29,03/01/23,
L6695,RR,$43.63,03/01/23,
L6696,,$950.55,03/01/23,
L6696,NU,$950.55,03/01/23,
L6696,RR,$95.06,03/01/23,
L6697,,$950.55,03/01/23,
L6697,NU,$950.55,03/01/23,
L6697,RR,$95.06,03/01/23,
L6698,,$410.90,03/01/23,
L6698,NU,$410.90,03/01/23,
L6698,RR,$41.09,03/01/23,
L6703,,$236.35,03/01/23,
L6703,NU,$236.35,03/01/23,
L6703,RR,$23.64,03/01/23,
L6704,,$554.27,03/01/23,
L6704,NU,$554.27,03/01/23,
L6704,RR,$55.43,03/01/23,
L6706,,$287.55,03/01/23,
L6706,NU,$287.55,03/01/23,
L6706,RR,$28.76,03/01/23,
L6707,,"$1,023.20",03/01/23,
L6707,NU,"$1,023.20",03/01/23,
L6707,RR,$102.32,03/01/23,
L6708,,$687.68,03/01/23,
L6708,NU,$687.68,03/01/23,
L6708,RR,$68.77,03/01/23,
L6709,,"$1,008.96",03/01/23,
L6709,NU,"$1,008.96",03/01/23,
L6709,RR,$100.90,03/01/23,
L6711,,$485.85,03/01/23,
L6711,NU,$485.85,03/01/23,
L6711,RR,$48.59,03/01/23,
L6712,,$894.55,03/01/23,
L6712,NU,$894.55,03/01/23,
L6712,RR,$89.45,03/01/23,
L6713,,"$1,128.98",03/01/23,
L6713,NU,"$1,128.98",03/01/23,
L6713,RR,$112.90,03/01/23,
L6714,,$956.25,03/01/23,
L6714,NU,$956.25,03/01/23,
L6714,RR,$95.63,03/01/23,
L6715,,"$2,281.48",03/01/23,
L6715,NU,"$2,281.48",03/01/23,
L6715,RR,$228.15,03/01/23,
L6721,,"$1,699.63",03/01/23,
L6721,NU,"$1,699.63",03/01/23,
L6721,RR,$169.97,03/01/23,
L6722,,"$1,465.20",03/01/23,
L6722,NU,"$1,465.20",03/01/23,
L6722,RR,$146.52,03/01/23,
L6805,,$304.12,03/01/23,
L6805,NU,$304.12,03/01/23,
L6805,RR,$30.41,03/01/23,
L6810,,$177.75,03/01/23,
L6810,NU,$177.75,03/01/23,
L6810,RR,$17.78,03/01/23,
L6880,,"$17,265.68",03/01/23,
L6880,NU,"$17,265.68",03/01/23,
L6880,RR,"$1,726.57",03/01/23,
L6881,,"$2,954.33",03/01/23,
L6881,NU,"$2,954.33",03/01/23,
L6881,RR,$295.43,03/01/23,
L6882,,"$2,241.01",03/01/23,
L6882,NU,"$2,241.01",03/01/23,
L6882,RR,$224.10,03/01/23,
L6883,,"$1,333.53",03/01/23,
L6883,NU,"$1,333.53",03/01/23,
L6883,RR,$133.35,03/01/23,
L6884,,"$2,001.38",03/01/23,
L6884,NU,"$2,001.38",03/01/23,
L6884,RR,$200.14,03/01/23,
L6885,,"$2,276.33",03/01/23,
L6885,NU,"$2,276.33",03/01/23,
L6885,RR,$227.63,03/01/23,
L6890,,$131.75,03/01/23,
L6890,NU,$131.75,03/01/23,
L6890,RR,$13.18,03/01/23,
L6895,,$399.06,03/01/23,
L6895,NU,$399.06,03/01/23,
L6895,RR,$39.91,03/01/23,
L6900,,"$1,104.98",03/01/23,
L6900,NU,"$1,104.98",03/01/23,
L6900,RR,$110.50,03/01/23,
L6905,,"$1,049.27",03/01/23,
L6905,NU,"$1,049.27",03/01/23,
L6905,RR,$104.93,03/01/23,
L6910,,"$1,033.98",03/01/23,
L6910,NU,"$1,033.98",03/01/23,
L6910,RR,$103.40,03/01/23,
L6915,,$447.39,03/01/23,
L6915,NU,$447.39,03/01/23,
L6915,RR,$44.74,03/01/23,
L6920,,"$5,237.12",03/01/23,
L6920,NU,"$5,237.12",03/01/23,
L6920,RR,$523.71,03/01/23,
L6925,,"$5,529.94",03/01/23,
L6925,NU,"$5,529.94",03/01/23,
L6925,RR,$553.00,03/01/23,
L6930,,"$5,622.63",03/01/23,
L6930,NU,"$5,622.63",03/01/23,
L6930,RR,$562.26,03/01/23,
L6935,,"$6,184.86",03/01/23,
L6935,NU,"$6,184.86",03/01/23,
L6935,RR,$618.49,03/01/23,
L6940,,"$7,027.10",03/01/23,
L6940,NU,"$7,027.10",03/01/23,
L6940,RR,$702.71,03/01/23,
L6945,,"$7,949.30",03/01/23,
L6945,NU,"$7,949.30",03/01/23,
L6945,RR,$794.93,03/01/23,
L6950,,"$7,471.16",03/01/23,
L6950,NU,"$7,471.16",03/01/23,
L6950,RR,$747.12,03/01/23,
L6955,,"$9,375.26",03/01/23,
L6955,NU,"$9,375.26",03/01/23,
L6955,RR,$937.52,03/01/23,
L6960,,"$9,244.46",03/01/23,
L6960,NU,"$9,244.46",03/01/23,
L6960,RR,$924.45,03/01/23,
L6965,,"$13,504.85",03/01/23,
L6965,NU,"$13,504.85",03/01/23,
L6965,RR,"$1,350.49",03/01/23,
L6970,,"$13,726.76",03/01/23,
L6970,NU,"$13,726.76",03/01/23,
L6970,RR,"$1,372.68",03/01/23,
L6975,,"$13,800.44",03/01/23,
L6975,NU,"$13,800.44",03/01/23,
L6975,RR,"$1,380.05",03/01/23,
L7007,,"$3,278.93",03/01/23,
L7007,NU,"$3,278.93",03/01/23,
L7007,RR,$327.90,03/01/23,
L7008,,"$5,160.70",03/01/23,
L7008,NU,"$5,160.70",03/01/23,
L7008,RR,$516.07,03/01/23,
L7009,,"$3,345.55",03/01/23,
L7009,NU,"$3,345.55",03/01/23,
L7009,RR,$334.55,03/01/23,
L7040,,"$2,686.34",03/01/23,
L7040,NU,"$2,686.34",03/01/23,
L7040,RR,$268.63,03/01/23,
L7045,,"$1,540.17",03/01/23,
L7045,NU,"$1,540.17",03/01/23,
L7045,RR,$154.02,03/01/23,
L7170,,"$5,587.24",03/01/23,
L7170,NU,"$5,587.24",03/01/23,
L7170,RR,$558.72,03/01/23,
L7180,,"$29,192.01",03/01/23,
L7180,NU,"$29,192.01",03/01/23,
L7180,RR,"$2,919.20",03/01/23,
L7181,,"$28,954.82",03/01/23,
L7181,NU,"$28,954.82",03/01/23,
L7181,RR,"$2,895.48",03/01/23,
L7185,,"$5,657.83",03/01/23,
L7185,NU,"$5,657.83",03/01/23,
L7185,RR,$565.78,03/01/23,
L7186,,"$8,165.62",03/01/23,
L7186,NU,"$8,165.62",03/01/23,
L7186,RR,$816.56,03/01/23,
L7190,,"$7,198.51",03/01/23,
L7190,NU,"$7,198.51",03/01/23,
L7190,RR,$719.85,03/01/23,
L7191,,"$8,679.80",03/01/23,
L7191,NU,"$8,679.80",03/01/23,
L7191,RR,$867.98,03/01/23,
L7259,,"$2,744.11",03/01/23,
L7259,NU,"$2,744.11",03/01/23,
L7259,RR,$274.41,03/01/23,
L7360,,$172.08,03/01/23,
L7360,NU,$172.08,03/01/23,
L7360,RR,$17.21,03/01/23,
L7362,,$206.98,03/01/23,
L7362,NU,$206.98,03/01/23,
L7362,RR,$20.70,03/01/23,
L7364,,$377.02,03/01/23,
L7364,NU,$377.02,03/01/23,
L7364,RR,$37.70,03/01/23,
L7366,,$511.48,03/01/23,
L7366,NU,$511.48,03/01/23,
L7366,RR,$51.15,03/01/23,
L7367,,$281.34,03/01/23,
L7367,NU,$281.34,03/01/23,
L7367,RR,$28.13,03/01/23,
L7368,,$364.72,03/01/23,
L7368,NU,$364.72,03/01/23,
L7368,RR,$36.48,03/01/23,
L7400,,$221.48,03/01/23,
L7400,NU,$221.48,03/01/23,
L7400,RR,$22.15,03/01/23,
L7401,,$247.95,03/01/23,
L7401,NU,$247.95,03/01/23,
L7401,RR,$24.79,03/01/23,
L7402,,$267.76,03/01/23,
L7402,NU,$267.76,03/01/23,
L7402,RR,$26.78,03/01/23,
L7403,,$266.12,03/01/23,
L7403,NU,$266.12,03/01/23,
L7403,RR,$26.62,03/01/23,
L7404,,$401.64,03/01/23,
L7404,NU,$401.64,03/01/23,
L7404,RR,$40.17,03/01/23,
L7405,,$525.31,03/01/23,
L7405,NU,$525.31,03/01/23,
L7405,RR,$52.53,03/01/23,
L7510,,$92.63,03/01/23,
L7510,NU,$92.63,03/01/23,
L7510,RR,$9.26,03/01/23,
L7520,,$17.33,03/01/23,
L7520,NU,$17.33,03/01/23,
L7520,RR,$1.73,03/01/23,
L7600,,$48.23,03/01/23,
L7600,NU,$48.23,03/01/23,
L7600,RR,$4.82,03/01/23,
L7700,,$80.65,03/01/23,
L7700,NU,$80.65,03/01/23,
L7700,RR,$8.06,03/01/23,
L7900,,$373.10,03/01/23,
L7900,NU,$373.10,03/01/23,
L7900,RR,$37.27,03/01/23,
L7902,,$12.97,03/01/23,
L7902,NU,$12.97,03/01/23,
L7902,RR,$1.30,03/01/23,
L8000,,$26.81,03/01/23,
L8000,NU,$26.81,03/01/23,
L8000,RR,$2.68,03/01/23,
L8001,,$90.64,03/01/23,
L8001,NU,$90.64,03/01/23,
L8001,RR,$9.06,03/01/23,
L8002,,$119.22,03/01/23,
L8002,NU,$119.22,03/01/23,
L8002,RR,$11.92,03/01/23,
L8010,,$41.88,03/01/23,
L8010,NU,$41.88,03/01/23,
L8010,RR,$4.19,03/01/23,
L8015,,$43.32,03/01/23,
L8015,NU,$43.32,03/01/23,
L8015,RR,$4.33,03/01/23,
L8020,,$162.37,03/01/23,
L8020,NU,$162.37,03/01/23,
L8020,RR,$16.24,03/01/23,
L8030,,$238.39,03/01/23,
L8030,NU,$238.39,03/01/23,
L8030,RR,$23.84,03/01/23,
L8031,,$238.39,03/01/23,
L8031,NU,$238.39,03/01/23,
L8031,RR,$23.84,03/01/23,
L8032,,$28.31,03/01/23,
L8032,NU,$28.31,03/01/23,
L8032,RR,$2.83,03/01/23,
L8035,,"$2,647.48",03/01/23,
L8035,NU,"$2,647.48",03/01/23,
L8035,RR,$264.75,03/01/23,
L8039,,$154.03,03/01/23,
L8039,NU,$154.03,03/01/23,
L8039,RR,$15.40,03/01/23,
L8040,,"$1,722.42",03/01/23,
L8040,NU,"$1,722.42",03/01/23,
L8040,RR,$172.24,03/01/23,
L8041,,"$2,076.10",03/01/23,
L8041,NU,"$2,076.10",03/01/23,
L8041,RR,$207.61,03/01/23,
L8042,,"$2,332.70",03/01/23,
L8042,NU,"$2,332.70",03/01/23,
L8042,RR,$233.27,03/01/23,
L8043,,"$2,612.61",03/01/23,
L8043,NU,"$2,612.61",03/01/23,
L8043,RR,$261.26,03/01/23,
L8044,,"$2,892.54",03/01/23,
L8044,NU,"$2,892.54",03/01/23,
L8044,RR,$289.25,03/01/23,
L8045,,"$1,811.29",03/01/23,
L8045,NU,"$1,811.29",03/01/23,
L8045,RR,$181.13,03/01/23,
L8046,,"$1,866.14",03/01/23,
L8046,NU,"$1,866.14",03/01/23,
L8046,RR,$186.61,03/01/23,
L8047,,$956.41,03/01/23,
L8047,NU,$956.41,03/01/23,
L8047,RR,$95.64,03/01/23,
L8049,,$15.16,03/01/23,
L8049,NU,$15.16,03/01/23,
L8049,RR,$1.52,03/01/23,
L8300,,$60.29,03/01/23,
L8300,NU,$60.29,03/01/23,
L8300,RR,$6.03,03/01/23,
L8310,,$95.18,03/01/23,
L8310,NU,$95.18,03/01/23,
L8310,RR,$9.52,03/01/23,
L8320,,$43.95,03/01/23,
L8320,NU,$43.95,03/01/23,
L8320,RR,$4.39,03/01/23,
L8330,,$47.04,03/01/23,
L8330,NU,$47.04,03/01/23,
L8330,RR,$4.71,03/01/23,
L8400,,$11.25,03/01/23,
L8400,NU,$11.25,03/01/23,
L8400,RR,$1.12,03/01/23,
L8410,,$16.44,03/01/23,
L8410,NU,$16.44,03/01/23,
L8410,RR,$1.65,03/01/23,
L8415,,$16.72,03/01/23,
L8415,NU,$16.72,03/01/23,
L8415,RR,$1.67,03/01/23,
L8417,,$54.34,03/01/23,
L8417,NU,$54.34,03/01/23,
L8417,RR,$5.43,03/01/23,
L8420,,$14.86,03/01/23,
L8420,NU,$14.86,03/01/23,
L8420,RR,$1.49,03/01/23,
L8430,,$16.31,03/01/23,
L8430,NU,$16.31,03/01/23,
L8430,RR,$1.63,03/01/23,
L8435,,$17.23,03/01/23,
L8435,NU,$17.23,03/01/23,
L8435,RR,$1.72,03/01/23,
L8440,,$31.57,03/01/23,
L8440,NU,$31.57,03/01/23,
L8440,RR,$3.16,03/01/23,
L8460,,$54.92,03/01/23,
L8460,NU,$54.92,03/01/23,
